y_trust2005,y_trust2006,y_trust2007,y_trust2008,x_age2005,x_age2006,x_age2007,x_age2008,x_male2005,x_male2006,x_male2007,x_male2008,d_threat2005,d_threat2006,d_threat2007,d_threat2008,x_education2005,x_education2006,x_education2007,x_education2008,x_income2005,x_income2006,x_income2007,x_income2008,idpers
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12025
7,7,10,NA,49,50,51,NA,0,0,0,NA,1,0,1,NA,7,7,7,NA,1,1,1,NA,12026
NA,NA,NA,NA,48,49,50,NA,1,1,1,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,NA,NA,12027
8,7,6,NA,20,21,22,NA,1,1,1,NA,0,0,0,NA,6,6,6,NA,2,0,0,NA,12028
6,6,7,NA,18,19,20,NA,1,1,1,NA,0,1,1,NA,1,6,6,NA,0,NA,1,NA,12029
5,6,6,NA,15,16,17,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,12030
0,2,0,0,54,55,56,57,1,1,1,1,0,1,0,0,7,7,7,7,2,2,2,2,12031
6,6,8,7,52,53,54,55,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,12032
NA,NA,NA,NA,24,25,26,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,12033
8,7,8,10,46,47,48,49,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,12034
8,8,8,9,45,46,47,48,0,0,0,0,0,0,0,0,10,10,10,10,1,1,1,2,12035
NA,NA,NA,NA,49,50,51,52,0,0,0,0,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12036
NA,7,7,4,47,48,49,50,1,1,1,1,NA,0,0,0,7,7,7,7,NA,3,3,3,12037
7,NA,7,7,18,19,20,21,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,12038
8,NA,7,8,15,16,17,18,1,1,1,1,0,NA,0,1,0,0,0,0,NA,NA,0,0,12039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12040
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12041
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12042
NA,NA,NA,NA,55,56,57,58,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12043
10,10,8,10,48,49,50,51,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,12044
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12045
NA,NA,5,8,NA,NA,27,28,NA,NA,1,1,NA,NA,0,0,NA,NA,5,5,NA,NA,2,2,12046
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12047
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12048
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12049
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12050
5,5,5,5,69,70,71,72,0,0,0,0,0,0,0,0,2,2,2,2,NA,NA,NA,NA,12051
NA,NA,NA,NA,43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,12052
0,NA,NA,NA,43,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,12053
NA,NA,NA,NA,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,12054
5,5,5,5,35,36,37,38,1,1,1,1,0,0,0,0,7,7,7,7,2,3,2,2,12055
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12056
5,5,5,5,70,71,72,73,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12057
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12058
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12059
5,8,7,7,58,59,60,61,0,0,0,0,0,0,0,0,6,6,6,6,3,3,3,2,12060
7,8,8,8,56,57,58,59,1,1,1,1,0,0,0,0,10,10,10,10,1,1,NA,1,12061
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12062
6,7,7,7,21,22,23,24,1,1,1,1,0,0,0,1,4,6,6,6,1,0,0,0,12063
3,3,1,1,18,19,20,21,1,1,1,1,1,1,1,0,1,1,1,6,0,0,NA,0,12064
6,5,3,5,14,15,16,17,1,1,1,1,0,0,0,0,0,0,1,1,NA,0,0,NA,12065
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12066
10,9,8,9,37,38,39,40,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,3,12067
5,4,5,2,56,57,58,59,1,1,1,1,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12068
0,4,0,0,56,57,58,59,0,0,0,0,0,0,0,0,4,4,4,4,0,NA,NA,NA,12069
5,7,2,5,23,24,25,26,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,12070
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12071
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12072
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12073
NA,NA,NA,NA,NA,NA,40,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,12074
NA,NA,5,NA,NA,NA,40,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,12075
NA,NA,NA,NA,NA,NA,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,12076
NA,NA,NA,NA,NA,NA,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,12077
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12078
NA,NA,NA,NA,46,47,NA,NA,0,0,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,12079
0,4,NA,NA,20,21,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,12080
6,8,8,NA,43,44,45,46,0,0,0,0,1,0,0,NA,4,4,4,4,NA,NA,NA,NA,12081
NA,NA,NA,NA,NA,43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,12082
10,8,8,8,19,20,21,22,1,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,12083
7,5,5,NA,16,17,18,19,1,1,1,1,0,0,0,NA,0,0,0,0,0,0,NA,NA,12084
NA,NA,NA,NA,10,11,12,13,0,0,0,0,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,12085
NA,NA,7,NA,NA,NA,79,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,12086
NA,NA,7,NA,NA,NA,46,47,NA,NA,1,1,NA,NA,0,NA,NA,NA,10,10,NA,NA,3,NA,12087
NA,NA,9,8,NA,NA,42,43,NA,NA,0,0,NA,NA,0,0,NA,NA,8,8,NA,NA,1,3,12088
NA,NA,NA,NA,NA,NA,12,13,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12089
NA,NA,NA,NA,NA,NA,9,10,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12090
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12091
NA,5,5,8,NA,82,83,84,NA,1,1,1,NA,0,0,0,NA,4,4,4,NA,NA,NA,NA,12092
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12093
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12094
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12095
NA,6,NA,NA,NA,34,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,0,NA,NA,12096
NA,NA,NA,NA,NA,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,12097
NA,7,9,8,NA,68,69,70,NA,0,0,0,NA,0,0,0,NA,4,4,4,NA,0,0,NA,12098
NA,NA,NA,NA,NA,65,66,67,NA,1,1,1,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,12099
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12100
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12101
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12102
5,8,5,5,55,56,57,58,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,12103
NA,NA,NA,NA,58,59,60,61,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12104
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12105
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12106
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12107
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12108
NA,NA,NA,NA,38,39,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,12109
7,10,NA,NA,37,38,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,0,0,NA,NA,12110
NA,NA,NA,NA,7,8,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,12111
NA,NA,NA,NA,57,NA,59,60,1,NA,1,1,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,12112
0,NA,6,0,54,NA,56,57,0,NA,0,0,0,NA,0,0,2,NA,2,2,NA,NA,NA,NA,12113
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12114
NA,NA,NA,NA,50,51,NA,53,1,1,NA,1,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,12115
NA,5,NA,6,42,43,NA,45,0,0,NA,0,NA,0,NA,0,6,6,NA,6,NA,NA,NA,NA,12116
NA,NA,NA,NA,10,11,NA,13,1,1,NA,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,12117
NA,NA,NA,NA,10,11,NA,13,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,12118
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12119
8,8,9,8,38,39,40,41,0,0,0,0,1,1,1,1,8,8,8,8,1,NA,NA,0,12120
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12121
5,3,NA,8,78,79,80,81,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,12122
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12123
NA,NA,NA,NA,45,46,NA,48,1,1,NA,1,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,12124
8,7,NA,9,42,43,NA,45,0,0,NA,0,0,0,NA,0,4,4,NA,4,2,2,NA,3,12125
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12126
NA,NA,NA,NA,17,18,NA,20,0,0,NA,0,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,12127
NA,NA,6,0,73,74,75,76,1,1,1,1,NA,NA,0,0,4,4,4,4,NA,NA,NA,NA,12128
5,5,5,5,69,70,71,72,0,0,0,0,0,0,0,0,4,4,4,4,0,0,NA,NA,12129
NA,NA,7,6,54,55,56,57,1,1,1,1,NA,NA,0,0,7,7,7,7,NA,NA,3,3,12130
10,8,8,8,51,52,53,54,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,12131
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12132
NA,NA,NA,NA,19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12133
7,8,8,5,15,16,17,18,0,0,0,0,0,0,0,0,0,0,2,2,NA,0,0,0,12134
NA,7,NA,7,41,42,43,44,1,1,1,1,NA,0,NA,0,4,7,7,7,NA,2,NA,3,12135
9,7,10,8,37,38,39,40,0,0,0,0,0,0,0,0,1,1,1,1,NA,0,0,0,12136
NA,NA,NA,NA,10,11,12,13,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12137
NA,NA,NA,NA,7,8,9,10,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12138
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12139
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12140
NA,NA,NA,NA,40,41,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,12141
2,4,NA,NA,39,40,NA,NA,0,0,NA,NA,0,1,NA,NA,4,4,NA,NA,0,0,NA,NA,12142
NA,NA,NA,NA,7,8,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,12143
6,8,6,8,41,42,43,44,0,0,0,0,1,1,1,1,9,9,9,9,1,1,1,1,12144
7,7,6,8,43,44,45,46,1,1,1,1,0,0,0,0,7,7,7,7,3,3,3,3,12145
NA,9,9,5,13,14,15,16,1,1,1,1,NA,0,1,0,0,0,0,0,NA,NA,0,NA,12146
NA,NA,NA,5,11,12,13,14,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,12147
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12148
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12149
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12150
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12151
NA,NA,8,5,NA,NA,74,75,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,NA,NA,12152
NA,NA,NA,NA,NA,NA,71,72,NA,NA,0,0,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,12153
8,8,7,7,37,38,39,40,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,12154
7,5,8,7,34,35,36,37,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,12155
NA,NA,NA,8,NA,NA,NA,44,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,2,12156
NA,NA,NA,5,NA,NA,NA,42,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,1,12157
NA,NA,NA,9,NA,NA,NA,15,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,12158
NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12160
NA,NA,8,5,NA,NA,39,40,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,0,0,12161
NA,NA,NA,NA,NA,NA,11,12,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12162
NA,NA,NA,NA,NA,NA,9,10,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12163
9,10,8,10,64,65,66,67,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,12164
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12165
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12166
NA,NA,0,NA,NA,NA,68,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,12167
NA,NA,NA,NA,NA,NA,61,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,12168
NA,NA,NA,NA,73,74,75,76,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12169
6,5,5,5,67,68,69,70,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12170
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12171
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12172
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12173
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12174
NA,NA,5,5,NA,NA,47,48,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,12175
NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12176
NA,NA,NA,NA,NA,NA,29,30,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,12177
NA,NA,5,5,NA,NA,26,27,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,2,12178
NA,NA,4,4,NA,NA,25,26,NA,NA,0,0,NA,NA,0,NA,NA,NA,4,4,NA,NA,1,1,12179
7,8,8,8,50,51,52,53,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,12180
NA,NA,NA,NA,46,47,48,49,0,0,0,0,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12181
NA,4,7,7,NA,26,27,28,NA,0,0,0,NA,0,0,0,NA,1,1,1,NA,1,2,2,12182
5,NA,4,4,22,23,24,25,1,1,1,1,0,NA,0,0,1,1,1,1,0,NA,2,2,12183
NA,7,7,7,20,21,22,23,1,1,1,1,NA,0,0,0,0,0,0,0,NA,2,2,2,12184
5,4,5,6,16,17,18,19,0,0,0,0,0,0,0,0,0,0,6,6,0,NA,0,1,12185
NA,NA,NA,NA,40,41,42,43,1,1,1,1,NA,NA,NA,NA,9,9,9,9,NA,NA,NA,NA,12186
7,8,7,7,38,39,40,41,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,12187
NA,NA,NA,NA,11,12,13,14,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12188
NA,NA,NA,NA,7,8,9,10,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12189
9,8,9,9,52,53,54,55,1,1,1,1,0,0,0,0,10,10,10,10,2,2,3,3,12190
NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,12191
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12192
6,4,4,6,44,45,46,47,1,1,1,1,1,0,0,0,4,4,4,4,2,2,2,2,12193
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12194
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12195
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12196
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12197
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12198
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12199
8,7,9,8,64,65,66,67,1,1,1,1,0,0,0,1,10,10,10,10,3,1,1,0,12200
7,8,8,8,59,60,61,62,0,0,0,0,0,0,0,0,10,10,10,10,0,NA,NA,NA,12201
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12202
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12203
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12204
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12205
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12206
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12207
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12208
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12209
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12210
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12211
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12212
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12213
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12214
NA,NA,NA,NA,49,50,51,52,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12215
7,8,8,5,48,49,50,51,0,0,0,0,0,1,0,0,4,4,4,4,NA,NA,NA,NA,12216
NA,6,7,NA,21,22,23,NA,0,0,0,NA,NA,0,0,NA,0,9,9,NA,NA,0,1,NA,12217
NA,NA,NA,NA,20,21,22,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,12218
NA,NA,5,0,18,19,20,21,0,0,0,0,NA,NA,0,0,0,0,4,4,NA,NA,0,1,12219
8,10,8,10,54,55,56,57,0,0,0,0,0,0,0,0,4,4,4,4,2,2,2,2,12220
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12221
NA,NA,6,NA,NA,NA,44,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,1,NA,12222
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12223
NA,NA,6,6,NA,NA,43,44,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,2,2,12224
7,8,8,NA,35,36,37,NA,1,1,1,NA,0,0,0,NA,4,4,4,NA,1,2,1,NA,12225
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12226
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12227
NA,9,8,8,55,56,57,58,1,1,1,1,NA,0,0,0,10,10,10,10,NA,3,3,3,12228
5,5,5,5,53,54,55,56,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,12229
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12230
NA,NA,NA,NA,27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,12231
NA,NA,NA,NA,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,12232
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12233
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12234
