y_trust2005,y_trust2006,y_trust2007,y_trust2008,x_age2005,x_age2006,x_age2007,x_age2008,x_male2005,x_male2006,x_male2007,x_male2008,d_threat2005,d_threat2006,d_threat2007,d_threat2008,x_education2005,x_education2006,x_education2007,x_education2008,x_income2005,x_income2006,x_income2007,x_income2008,idpers
NA,NA,NA,NA,5,6,7,8,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,20676
7,3,NA,NA,52,53,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,20677
0,6,NA,NA,51,52,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,2,2,NA,NA,20678
3,NA,NA,NA,26,27,NA,NA,1,1,NA,NA,0,NA,NA,NA,4,4,NA,NA,1,NA,NA,NA,20679
4,NA,NA,NA,24,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,20680
5,NA,NA,5,18,NA,NA,21,0,NA,NA,0,0,NA,NA,0,6,NA,NA,6,0,NA,NA,1,20681
4,4,7,5,42,43,44,45,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,20682
6,5,5,8,74,75,76,77,1,1,1,1,0,0,0,0,9,9,9,9,NA,NA,NA,NA,20683
NA,NA,NA,NA,64,65,66,67,0,0,0,0,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,20684
NA,4,NA,NA,NA,56,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,20685
NA,NA,NA,NA,51,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,20686
7,NA,NA,NA,43,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,20687
NA,NA,NA,NA,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,20688
NA,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20689
4,NA,NA,NA,37,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,20690
8,NA,NA,NA,34,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,20691
NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20692
0,2,1,2,27,28,29,30,0,0,0,0,1,1,0,0,1,1,1,3,0,0,1,0,20693
0,0,0,NA,31,32,33,34,1,1,1,1,0,0,0,NA,1,1,1,1,2,2,2,NA,20694
NA,NA,NA,NA,5,6,7,8,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,20695
NA,NA,NA,NA,1,2,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20696
7,7,7,8,49,50,51,52,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,20697
8,NA,NA,7,49,50,51,52,1,1,1,1,0,NA,NA,0,8,8,8,8,3,NA,NA,3,20698
NA,NA,NA,NA,21,22,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,20699
NA,NA,NA,NA,55,NA,57,NA,1,NA,1,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,20700
5,NA,NA,NA,51,NA,53,NA,0,NA,0,NA,0,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,20701
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20702
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20703
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20704
6,6,6,6,24,25,26,27,0,0,0,0,0,0,0,0,6,6,10,10,1,2,2,3,20705
NA,NA,NA,NA,54,55,NA,57,1,1,NA,1,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,20706
NA,NA,NA,NA,41,42,NA,44,0,0,NA,0,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,20707
NA,NA,NA,5,19,20,NA,22,0,0,NA,0,NA,NA,NA,0,6,6,NA,6,NA,NA,NA,0,20708
5,NA,NA,NA,63,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,20709
NA,NA,NA,NA,59,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20710
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20711
6,0,6,3,49,50,51,52,1,1,1,1,0,0,0,0,4,4,4,4,2,3,2,2,20712
4,6,7,9,21,22,23,24,1,1,1,1,0,0,0,0,6,6,6,10,0,0,NA,1,20713
8,7,NA,NA,43,44,NA,NA,0,0,NA,NA,0,1,NA,NA,7,7,NA,NA,2,3,NA,NA,20714
NA,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,20715
NA,NA,NA,NA,17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20716
NA,4,NA,NA,NA,36,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,1,NA,NA,20717
NA,NA,NA,NA,NA,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,20718
NA,NA,NA,NA,NA,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,20719
NA,NA,NA,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,20720
NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20721
NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,20722
NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20723
NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,20724
NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,20725
NA,NA,NA,0,NA,NA,NA,18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20726
NA,NA,NA,5,NA,NA,NA,16,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,0,20727
NA,NA,NA,8,NA,NA,NA,14,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,20728
NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,20729
NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,20730
NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20731
NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20732
NA,NA,NA,NA,67,68,69,NA,1,1,1,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,20733
7,5,7,NA,64,65,66,NA,0,0,0,NA,0,0,0,NA,4,4,4,NA,NA,NA,NA,NA,20734
7,7,8,6,47,48,49,50,1,1,1,1,0,0,0,0,4,4,4,4,1,1,1,2,20735
7,5,7,8,46,47,48,49,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,0,20736
7,5,10,6,18,19,20,21,1,1,1,1,1,0,0,0,1,1,1,4,0,0,0,0,20737
7,6,6,6,17,18,19,20,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,1,20738
8,5,4,5,14,15,16,17,1,1,1,1,0,0,1,1,0,0,0,0,NA,NA,0,0,20739
8,5,NA,8,67,68,NA,70,0,0,NA,0,0,0,NA,0,1,1,NA,1,NA,NA,NA,NA,20740
NA,NA,NA,NA,68,69,NA,71,1,1,NA,1,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,20741
7,10,7,8,66,67,68,69,0,0,0,0,0,0,0,0,10,10,10,10,NA,NA,NA,NA,20742
5,0,NA,NA,68,69,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,20743
5,NA,NA,NA,43,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,20744
7,7,7,7,63,64,65,66,0,0,0,0,0,0,0,0,9,9,9,9,2,1,0,0,20745
NA,NA,NA,NA,42,43,NA,NA,0,0,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,20746
NA,NA,NA,NA,42,43,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,20747
NA,NA,NA,NA,17,18,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,20748
8,NA,NA,NA,15,16,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20749
NA,NA,NA,NA,12,13,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20750
3,3,3,8,67,68,69,70,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,20751
5,5,0,3,32,33,34,35,0,0,0,0,0,0,1,1,4,4,4,4,NA,NA,NA,NA,20752
4,0,4,3,44,45,46,47,1,1,1,1,0,1,1,1,4,4,4,4,1,3,3,2,20753
NA,NA,NA,NA,1,2,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20754
8,7,7,NA,42,43,44,NA,0,0,0,NA,0,0,0,NA,8,8,8,NA,0,NA,0,NA,20755
NA,NA,NA,NA,39,40,41,NA,1,1,1,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,NA,NA,20756
NA,NA,NA,NA,12,13,14,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,20757
NA,NA,NA,NA,10,11,12,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,20758
NA,NA,NA,NA,8,9,10,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,20759
7,0,NA,3,40,41,42,43,0,0,0,0,0,0,NA,0,4,4,4,4,NA,NA,NA,0,20760
NA,NA,NA,NA,39,40,41,42,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,20761
NA,NA,NA,NA,8,9,10,11,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20762
NA,NA,NA,NA,7,8,9,10,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,20763
0,4,5,5,43,44,45,46,1,1,1,1,0,0,0,0,4,4,4,4,3,2,3,3,20764
8,8,8,8,23,24,25,26,1,1,1,1,0,0,0,0,4,9,9,9,NA,1,3,3,20765
7,8,8,10,43,44,45,46,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,20766
5,5,5,NA,42,43,44,45,0,0,0,0,0,0,0,0,7,7,7,7,0,1,1,NA,20767
9,7,7,8,22,23,24,25,1,1,1,1,0,0,0,1,6,6,6,6,1,1,0,1,20768
NA,NA,NA,NA,20,NA,NA,23,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,20769
NA,NA,6,NA,19,20,21,22,1,1,1,1,NA,NA,0,NA,1,1,1,1,NA,NA,0,NA,20770
2,3,3,3,16,17,18,19,1,1,1,1,1,1,0,1,1,1,1,4,0,0,0,0,20771
5,5,7,5,15,16,17,18,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,0,0,20772
NA,4,5,8,13,14,15,16,0,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,0,0,20773
NA,NA,NA,NA,64,65,66,67,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,20774
4,2,5,4,58,59,60,61,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,20775
NA,NA,5,2,41,42,43,44,1,1,1,1,NA,NA,0,0,10,10,9,9,NA,NA,3,3,20776
7,NA,NA,4,38,39,40,41,0,0,0,0,0,NA,NA,0,4,4,4,4,NA,NA,NA,0,20777
NA,NA,NA,NA,9,10,11,12,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20778
NA,NA,NA,NA,3,4,5,6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20779
10,8,10,8,61,62,63,64,1,1,1,1,0,0,0,0,7,7,7,7,3,3,3,3,20780
NA,NA,NA,NA,59,60,61,62,0,0,0,0,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,20781
NA,NA,NA,NA,28,29,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,20782
5,NA,8,NA,59,NA,61,NA,0,NA,0,NA,0,NA,0,NA,4,NA,4,NA,1,NA,0,NA,20783
NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,20784
NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,20785
NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,20786
NA,NA,NA,5,NA,NA,NA,56,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,1,20787
0,5,2,5,32,33,34,35,0,0,0,0,0,0,0,0,4,4,4,4,NA,0,0,NA,20788
NA,NA,7,7,37,38,39,40,1,1,1,1,NA,NA,0,0,4,4,4,4,NA,NA,3,3,20789
NA,NA,NA,NA,6,7,8,9,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20790
NA,NA,NA,NA,4,5,6,7,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,20791
5,8,10,9,58,59,60,61,1,1,1,1,1,0,0,0,5,5,5,5,2,0,1,0,20792
NA,NA,NA,NA,60,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20793
NA,6,8,7,45,46,47,48,1,1,1,1,NA,0,0,0,4,4,4,4,NA,2,2,2,20794
5,NA,5,3,51,52,53,54,0,0,0,0,0,NA,0,0,4,4,4,4,1,NA,1,1,20795
NA,2,4,NA,NA,31,32,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,1,1,NA,20796
NA,5,NA,NA,NA,61,62,NA,NA,0,0,NA,NA,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,20797
NA,NA,NA,NA,NA,57,58,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,20798
3,0,3,NA,57,58,59,60,1,1,1,1,0,0,0,NA,9,9,9,9,1,3,2,NA,20799
5,5,8,NA,56,57,58,59,0,0,0,0,0,0,0,NA,4,4,4,4,2,1,1,NA,20800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20801
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20802
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20803
5,6,6,7,30,31,32,33,1,1,1,1,1,0,0,0,10,10,10,10,2,2,2,2,20804
7,8,NA,NA,50,51,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,3,3,NA,NA,20805
8,8,NA,NA,48,49,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,20806
5,NA,NA,NA,23,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,20807
6,4,NA,NA,21,22,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,0,1,NA,NA,20808
5,3,NA,NA,19,20,NA,NA,1,1,NA,NA,0,1,NA,NA,4,4,NA,NA,0,0,NA,NA,20809
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20810
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20811
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20812
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20814
10,10,10,10,58,59,60,61,0,0,0,0,0,0,0,0,4,4,4,4,0,0,NA,0,20815
5,6,5,5,55,56,57,58,1,1,1,1,0,0,0,0,4,4,4,4,2,2,2,2,20816
NA,5,6,NA,26,27,28,29,0,0,0,0,NA,0,0,NA,4,4,4,4,NA,NA,NA,NA,20817
NA,NA,NA,5,NA,NA,NA,37,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,1,20818
7,5,5,8,49,50,51,52,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,20819
8,10,NA,8,44,45,46,47,0,0,0,0,0,0,NA,0,8,8,8,8,0,1,NA,1,20820
NA,NA,NA,NA,4,5,6,7,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,20821
NA,NA,NA,NA,2,3,4,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20822
NA,8,NA,10,51,52,NA,54,1,1,NA,1,NA,1,NA,0,7,9,NA,9,NA,3,NA,3,20823
7,7,NA,7,49,50,NA,52,0,0,NA,0,0,0,NA,0,4,4,NA,4,2,2,NA,2,20824
8,NA,NA,NA,27,28,29,NA,1,1,1,NA,0,NA,NA,NA,4,4,4,NA,2,NA,NA,NA,20825
NA,NA,NA,NA,24,25,NA,27,1,1,NA,1,NA,NA,NA,NA,6,6,NA,6,NA,NA,NA,NA,20826
NA,NA,NA,10,NA,40,NA,42,NA,0,NA,0,NA,NA,NA,0,NA,1,NA,3,NA,NA,NA,1,20827
NA,NA,NA,NA,NA,10,NA,12,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,20828
8,4,3,5,52,53,54,55,1,1,1,1,0,0,0,0,4,4,4,4,2,2,3,2,20829
0,5,5,5,49,50,51,52,0,0,0,0,0,0,0,0,4,4,4,4,NA,1,1,1,20830
NA,5,7,6,NA,23,24,25,NA,1,1,1,NA,0,0,0,NA,4,4,4,NA,2,2,2,20831
NA,NA,NA,NA,77,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20832
6,NA,NA,NA,54,55,NA,NA,0,0,NA,NA,0,NA,NA,NA,6,6,NA,NA,3,NA,NA,NA,20833
NA,NA,NA,NA,27,28,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,20834
NA,5,NA,NA,30,31,NA,NA,0,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,1,NA,NA,20835
NA,NA,NA,NA,0,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20836
NA,NA,NA,NA,0,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20837
NA,NA,NA,NA,0,1,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20838
NA,7,8,8,27,28,29,30,1,1,1,1,NA,0,0,0,10,10,10,10,NA,2,1,3,20839
NA,NA,NA,NA,15,16,17,18,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,20840
7,5,NA,NA,22,23,NA,NA,0,0,NA,NA,0,1,NA,NA,6,6,NA,NA,1,1,NA,NA,20841
NA,NA,NA,NA,34,35,36,37,1,1,1,1,NA,NA,NA,NA,9,9,9,9,NA,NA,NA,NA,20842
NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20843
NA,NA,NA,NA,0,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20844
NA,NA,NA,NA,0,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20845
NA,NA,NA,NA,1,2,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20846
NA,NA,5,7,81,82,83,84,1,1,1,1,NA,NA,0,0,10,10,10,10,NA,NA,NA,0,20847
5,5,6,7,29,30,31,32,0,0,0,0,1,0,0,0,5,5,5,5,1,1,1,1,20848
1,5,NA,NA,22,23,NA,NA,0,0,NA,NA,1,0,NA,NA,6,6,NA,NA,1,1,NA,NA,20849
NA,NA,NA,NA,1,2,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20850
NA,NA,NA,NA,1,2,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20851
3,4,4,1,23,24,25,26,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,20852
5,10,8,10,32,33,34,35,0,0,0,0,0,0,0,0,10,10,10,10,1,1,1,1,20853
NA,NA,NA,NA,29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,20854
3,4,5,3,27,28,29,30,0,0,0,0,0,0,0,0,10,10,10,10,3,3,3,3,20855
5,NA,NA,NA,39,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,20856
6,NA,7,NA,24,NA,26,27,0,NA,0,0,0,NA,0,NA,4,NA,4,4,1,NA,1,NA,20857
NA,NA,NA,NA,0,1,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20858
8,8,7,5,22,23,24,25,0,0,0,0,0,0,0,0,4,6,6,6,2,2,0,0,20859
NA,NA,NA,NA,0,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20860
NA,NA,NA,NA,47,48,49,50,0,0,0,0,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,20861
8,7,NA,NA,29,30,NA,NA,1,1,NA,NA,0,1,NA,NA,10,10,NA,NA,3,3,NA,NA,20862
8,10,8,8,41,42,43,44,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,20863
NA,NA,NA,NA,7,8,9,10,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20864
NA,NA,NA,NA,9,10,11,12,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20865
NA,NA,NA,NA,3,4,5,6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20866
NA,NA,NA,NA,36,37,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,20867
8,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,20868
NA,NA,NA,NA,0,1,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20869
NA,NA,NA,NA,13,14,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20870
NA,NA,NA,NA,13,14,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20871
NA,NA,NA,NA,55,56,57,NA,1,1,1,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,20872
NA,NA,NA,NA,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20873
6,6,NA,NA,24,25,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,1,1,NA,NA,20874
10,NA,NA,NA,20,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,20875
6,6,NA,NA,26,27,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,0,1,NA,NA,20876
NA,5,NA,NA,24,25,26,NA,0,0,0,NA,NA,1,NA,NA,10,10,10,NA,NA,2,NA,NA,20877
NA,10,5,6,64,65,66,67,0,0,0,0,NA,0,0,1,4,4,4,4,NA,1,1,0,20878
NA,NA,NA,NA,37,38,NA,NA,0,0,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20879
NA,NA,NA,NA,0,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20880
5,6,5,6,25,26,27,28,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,1,20881
NA,NA,NA,NA,0,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20882
NA,NA,NA,NA,0,NA,2,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20883
7,8,7,NA,25,26,27,28,1,1,1,1,0,0,0,NA,6,6,6,6,1,1,1,NA,20884
NA,NA,NA,NA,0,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20885
6,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,20886
6,6,7,NA,51,52,53,54,1,1,1,1,0,0,0,NA,9,9,9,9,3,3,3,NA,20887
NA,NA,NA,NA,1,2,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20888
7,8,7,8,27,28,29,30,1,1,1,1,0,0,0,0,10,10,10,10,1,1,2,3,20889
6,NA,NA,NA,25,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,20890
NA,6,5,7,46,47,48,49,1,1,1,1,NA,0,1,0,10,9,9,9,NA,3,3,3,20891
NA,NA,NA,NA,62,NA,64,NA,1,NA,1,NA,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,20892
